>>Fatty acid metabolism_KEGG
CYP2E1	-3.7282473987
CYP2A6	-5.1263044498
CYP19A1	-1.3777426226
CYP4A11	-3.3104240555
CYP4A11	-3.5272635699
SDS	-3.536634877
ACSL4	1.549234919
ACSL4	2.337435957
ACSL4	2.2239482037
ALDH2	-2.031472684
ACSL1	-2.2938833337
ACAA2	-2.2001792423
ACAA1	-1.7470223729
ACADS	-1.875984993
ACSL4	3.1277591904
ACADM	-1.5394120908
GCDH	-2.2458293888
CYP2J2	-1.9038801742
EHHADH	-2.8621247352
ACADSB	-2.4366573365
ACOX2	-1.7992953261
ALDH3A1	2.8019316774
SDS	-4.7216414485
CYP1A1	-3.0728229568
CYP3A4	-3.9394906126
CYP3A4	-3.7141705589
ACADL	-3.4222945457
ACADL	-3.6930816969
ADH1A /// ADH1B /// ADH1C	-4.5090251774
CYP2A7P1 /// CYP2B6	-3.8456271607
CYP2A6	-6.5040666175
ACSL1	-2.6435574053
CYP4A11	-3.9143380708
CYP2D6	-2.551207979
ADH6	-2.435684346
CYP1A2	-5.090863222
CYP1A2	-7.1280505422
CYP2A6 /// CYP2A7 /// CYP2A7P1 /// CYP2A13	-4.8270652639
ADH1A	-3.9147765851
CYP2C18	-2.9081255264
CYP2C8	-4.249741995
CYP3A4	-4.944955656
GCDH	-2.2333221861
ACOX1	-1.7110076405
ADH1B	-3.2167147273
ADH1B	-2.9329527
ADH1A /// ADH1B /// ADH1C	-5.1142012094
CYP2E1	-3.0516127119
CYP2E1	-3.8449335577
CYP4A11	-4.3340971188
CYP2A6	-5.2833382238
CYP3A7	-2.0847740045
ADH6	-2.8783542518
ACAA1	-2.0955407901
CYP2A6	-5.3759358003
CYP2C9	-1.7690031966
CYP2C9	-3.6607395158
CYP2C18	-3.0248345973
CYP2D6	-1.4050266213
CYP2C19 /// CYP2C9	-3.5268886115
CYP2C19	-3.6355379111
CYP2C9	-3.814619931
CYP2A7P1 /// CYP2B6	-3.2910944033
CYP4A11 /// CYP4A22 /// LOC654164	-4.4562027556
CYP2C9	-3.7929355124
ACSL5	-1.3448715051
CYP2C8	-1.3900325035
CYP2C9	-3.6227117464
CYP2E1	-2.3858899676
ADH4	-4.2219348359
ACADSB	-2.5050540829
ADHFE1	-2.1110077535
ACOX1	-1.8350584672
ADH4	-2.505593216
ADH4	-5.0107540221
ADH4	-2.0052225001
CYP3A4	-2.176878131
CYP3A7	-0.9784448341
>>Metabolism of xenobiotics by cytochrome P450_KEGG
CYP2E1	-3.7282473987
CYP2A6	-5.1263044498
CYP19A1	-1.3777426226
AKR1C2	1.8005341969
AKR1C2	0.8201729741
MGST1	-2.1028644607
GSTA1	-3.6381853143
UGT1A4	-2.933312687
CYP2J2	-1.9038801742
ALDH3A1	2.8019316774
CYP1A1	-3.0728229568
CYP3A4	-3.9394906126
CYP3A4	-3.7141705589
UGT1A6	-3.228463955
ADH1A /// ADH1B /// ADH1C	-4.5090251774
UGT2B4	-2.291528208
CYP2A7P1 /// CYP2B6	-3.8456271607
UGT1A4	-3.0044645337
CYP2A6	-6.5040666175
UGT2B15	-3.4761516882
CYP2D6	-2.551207979
ADH6	-2.435684346
CYP1A2	-5.090863222
CYP1A2	-7.1280505422
CYP2A6 /// CYP2A7 /// CYP2A7P1 /// CYP2A13	-4.8270652639
ADH1A	-3.9147765851
CYP2C18	-2.9081255264
CYP2C8	-4.249741995
CYP3A4	-4.944955656
UGT1A10 /// UGT1A8 /// UGT1A7 /// UGT1A6 /// UGT1A5 /// UGT1A9 /// UGT1A4 /// UGT1A1 /// UGT1A3	-3.1330927592
GSTZ1	-3.0640789365
ADH1B	-3.2167147273
ADH1B	-2.9329527
ADH1A /// ADH1B /// ADH1C	-5.1142012094
CYP2E1	-3.0516127119
CYP2E1	-3.8449335577
AKR1C4	-3.0095690035
CYP2A6	-5.2833382238
CYP3A7	-2.0847740045
ADH6	-2.8783542518
CYP2A6	-5.3759358003
CYP2C9	-1.7690031966
CYP2C9	-3.6607395158
CYP2C18	-3.0248345973
UGT1A10 /// UGT1A8 /// UGT1A7 /// UGT1A6 /// UGT1A5 /// UGT1A9 /// UGT1A4 /// UGT1A1 /// UGT1A3	-3.1909149085
CYP2D6	-1.4050266213
CYP2C19 /// CYP2C9	-3.5268886115
CYP2C19	-3.6355379111
CYP2C9	-3.814619931
UGT2B15	-3.3529678899
CYP2A7P1 /// CYP2B6	-3.2910944033
UGT2B15	-1.3339110737
CYP2C9	-3.7929355124
CYP2C8	-1.3900325035
CYP2C9	-3.6227117464
UGT1A8 /// UGT1A9	-3.4465974545
CYP2E1	-2.3858899676
GSTA3	-3.9193493498
ADH4	-4.2219348359
MGST1	-2.0973894423
ADHFE1	-2.1110077535
UGT2B4	-1.6508680068
ADH4	-2.505593216
ADH4	-5.0107540221
ADH4	-2.0052225001
CYP3A4	-2.176878131
